MNC5687700	[PF00569.7;ZZ]
MNC5690935	[PF00069.12;Pkinase]
MNC5690934	[PF00171.9;Aldedh]
MNC5692535	[PF02984.5;Cyclin_C]
MNC5695911	[PF00071.11;Ras]
MNC5689006	[PF01248.11;Ribosomal_L7Ae]
MNC5689003	[PF04117.2;Mpv17_PMP22]
MNC5688239	[PF00082.10;Peptidase_S8]
MNC5690467	[PF00396.8;Granulin]
MNC5688208	[PF04080.2;Per1]
MNC5688204	[PF02716.4;Isoflavone_redu]
MNC5687869	[PF00183.8;HSP90]
MNC5688199	[PF06521.1;PAR1]
MNC5688340	[PF04577.3;DUF563]
MNC5688339	[PF03018.4;Dirigent]
MNC5688474	[PF07732.2;Cu-oxidase_3]
MNC5688473	[PF00459.13;Inositol_P]
MNC5691156	[PF02935.6;COX7C]
MNC5691155	[PF01266.10;DAO]
MNC5688478	[PF05512.1;AWPM-19]
MNC5688348	[PF00305.7;Lipoxygenase]
MNC5688347	[PF00230.8;MIP]
MNC5690462	[PF00561.8;Abhydrolase_1]
MNC5697855	[PF03634.3;TCP]
MNC5697856	[PF07719.2;TPR_2]
MNC5697853	[PF00097.10;zf-C3HC4]
MNC5697366	[PF01650.6;Peptidase_C13]
MNC5697359	[PF00538.7;Linker_histone]
MNC5697360	[PF00335.9;Tetraspannin]
MNC5697361	[PF00118.12;Cpn60_TCP1]
MNC5697362	[PF02221.5;E1_DerP2_DerF2]
MNC5697367	[PF01776.6;Ribosomal_L22e]
MNC5697368	[PF00571.15;CBS]
MNC5690004	[PF02672.5;CP12]
MNC5690001	[PF00061.11;Lipocalin]
MNC5690002	[PF00400.17;WD40]
MNC5690000	[PF01643.7;Acyl-ACP_TE]
MNC5693888	[PF00230.8;MIP]
MNC5693887	[PF01657.7;DUF26]
MNC5693880	[PF00827.7;Ribosomal_L15e]
MNC5693882	[PF00658.7;PABP]
MNC5693883	[PF01747.7;ATP-sulfurylase]
MNC5693886	[PF03647.3;TMEM14]
MNC5697219	[PF01217.9;Clat_adaptor_s]
MNC5697221	[PF00956.7;NAP]
MNC5691022	[PF01842.10;ACT]
MNC5697224	[PF01370.8;Epimerase]
MNC5697223	[PF04548.5;AIG1]
MNC5695493	[PF02298.7;Cu_bind_like]
MNC5695495	[PF01480.7;PWI]
MNC5697226	[PF00410.7;Ribosomal_S8]
MNC5695492	[PF03134.7;TB2_DP1_HVA22]
MNC5697773	[PF01717.6;Methionine_synt]
MNC5695497	[PF00149.14;Metallophos]
MNC5691021	[PF04243.2;tRNA_m1G_MT_9]
MNC5694459	[PF02797.5;Chal_sti_synt_C]
MNC5694465	[PF00179.14;UQ_con]
MNC5694468	[PF04720.2;DUF506]
MNC5695303	[PF00201.8;UDPGT]
MNC5696091	[PF01302.11;CAP_GLY]
MNC5696090	[PF00118.12;Cpn60_TCP1]
MNC5696096	[PF00635.12;Motile_Sperm]
MNC5696095	[PF03145.6;Sina]
MNC5696094	[PF01679.6;UPF0057]
MNC5696093	[PF02068.5;Metallothio_PEC]
MNC5687328	[PF01501.8;Glyco_transf_8]
MNC5694076	[PF03953.6;Tubulin_C]
MNC5694074	[PF00069.12;Pkinase]
MNC5694071	[PF00257.8;Dehydrin]
MNC5694070	[PF01399.12;PCI]
MNC5694069	[PF04832.2;SOUL]
MNC5695310	[PF00069.12;Pkinase]
MNC5695311	[PF06521.1;PAR1]
MNC5695312	[PF00578.7;AhpC-TSA]
MNC5695313	[PF00332.8;Glyco_hydro_17]
MNC5695314	[PF00903.12;Glyoxalase]
MNC5695318	[PF01381.9;HTH_3]
MNC5690768	[PF00166.9;Cpn10]
MNC5690767	[PF02544.6;Steroid_dh]
MNC5689183	[PF01399.12;PCI]
MNC5689185	[PF02852.9;Pyr_redox_dim]
MNC5689188	[PF00244.8;14-3-3]
MNC5692768	[PF07714.2;Pkinase_Tyr]
MNC5692760	[PF07876.1;Dabb]
MNC5692762	[PF00849.10;PseudoU_synth_2]
MNC5691858	[PF01715.6;IPPT]
MNC5688685	[PF00481.9;PP2C]
MNC5688679	[PF01137.11;RTC]
MNC5697660	[PF00505.7;HMG_box]
MNC5693110	[PF00171.9;Aldedh]
MNC5697661	[PF00022.7;Actin]
MNC5697664	[PF00314.7;Thaumatin]
MNC5697663	[PF00514.10;Arm]
MNC5693115	[PF00227.13;Proteasome]
MNC5697149	[PF00244.8;14-3-3]
MNC5692687	[PF03936.4;Terpene_synth_C]
MNC5695116	[PF00773.7;RNB]
MNC5695113	[PF00574.10;CLP_protease]
MNC5694889	[PF00271.16;Helicase_C]
MNC5694892	[PF06749.1;DUF1218]
MNC5694895	[PF00173.13;Cyt-b5]
MNC5696267	[PF02716.4;Isoflavone_redu]
MNC5696738	[PF01585.11;G-patch]
MNC5696735	[PF01603.8;B56]
MNC5696731	[PF01717.6;Methionine_synt]
MNC5696732	[PF00202.9;Aminotran_3]
MNC5696265	[PF03593.3;Nuclear_move]
MNC5696831	[PF00238.9;Ribosomal_L14]
MNC5693675	[PF00026.12;Asp]
MNC5693676	[PF01158.7;Ribosomal_L36e]
MNC5693677	[PF07320.1;Hin1]
MNC5692463	[PF02544.6;Steroid_dh]
MNC5695068	[PF00639.8;Rotamase]
MNC5695067	[PF00106.12;adh_short]
MNC5695618	[PF01209.8;Ubie_methyltran]
MNC5695616	[PF07002.3;Copine]
MNC5695614	[PF06364.2;DUF1068]
MNC5695065	[PF01245.7;Ribosomal_L19]
MNC5695062	[PF03060.5;NPD]
MNC5695061	[PF01740.9;STAS]
MNC5695994	[PF00076.9;RRM_1]
MNC5689393	[PF00543.9;P-II]
MNC5689396	[PF07731.1;Cu-oxidase_2]
MNC5689395	[PF00234.9;Tryp_alpha_amyl]
MNC5695639	[PF00501.13;AMP-binding]
MNC5695642	[PF01485.9;IBR]
MNC5691818	[PF00230.8;MIP]
MNC5695643	[PF00312.10;Ribosomal_S15]
MNC5695646	[PF00238.9;Ribosomal_L14]
MNC5691813	[PF02518.11;HATPase_c]
MNC5691815	[PF02298.7;Cu_bind_like]
MNC5691809	[PF00651.17;BTB]
MNC5690740	[PF00026.12;Asp]
MNC5690739	[PF01501.8;Glyco_transf_8]
MNC5688573	[PF03911.5;Sec61_beta]
MNC5687537	[PF00702.11;Hydrolase]
MNC5687529	[PF03720.3;UDPG_MGDP_dh_C]
MNC5687534	[PF01373.7;Glyco_hydro_14]
MNC5690699	[PF00136.9;DNA_pol_B]
MNC5691092	[PF00412.9;LIM]
MNC5690705	[PF02535.10;Zip]
MNC5690706	[PF07712.1;SURNod19]
MNC5690704	[PF00120.11;Gln-synt_C]
MNC5692704	[PF05493.1;ATP_synt_H]
MNC5692705	[PF04784.3;DUF547]
MNC5692701	[PF06219.1;DUF1005]
MNC5692702	[PF00561.8;Abhydrolase_1]
MNC5692376	[PF00400.17;WD40]
MNC5692374	[PF01501.8;Glyco_transf_8]
MNC5694287	[PF00244.8;14-3-3]
MNC5697540	[PF00382.8;TFIIB]
MNC5694283	[PF00069.12;Pkinase]
MNC5694284	[PF05687.2;DUF822]
MNC5694286	[PF02705.5;K_trans]
MNC5694279	[PF00179.14;UQ_con]
MNC5694280	[PF00106.12;adh_short]
MNC5694281	[PF00141.10;peroxidase]
MNC5697542	[PF00234.9;Tryp_alpha_amyl]
MNC5690998	[PF06749.1;DUF1218]
MNC5690994	[PF00097.10;zf-C3HC4]
MNC5690995	[PF00366.8;Ribosomal_S17]
MNC5690996	[PF04554.3;Extensin_2]
MNC5690990	[PF00201.8;UDPGT]
MNC5697546	[PF00240.11;ubiquitin]
MNC5692555	[PF03647.3;TMEM14]
MNC5697547	[PF05922.3;Subtilisin_N]
MNC5692551	[PF00441.12;Acyl-CoA_dh]
MNC5692552	[PF05922.3;Subtilisin_N]
MNC5692549	[PF03364.6;Polyketide_cyc]
MNC5692550	[PF00344.7;SecY]
MNC5696888	[PF04078.3;Rcd1]
MNC5695916	[PF00111.14;Fer2]
MNC5695913	[PF00504.11;Chloroa_b-bind]
MNC5698207	[PF07690.3;MFS_1]
MNC5698199	[PF02518.11;HATPase_c]
MNC5698201	[PF00067.10;p450]
MNC5698206	[PF01363.10;FYVE]
MNC5698205	[PF01412.8;ArfGap]
MNC5697605	[PF00464.8;SHMT]
MNC5693151	[PF00069.12;Pkinase]
MNC5697603	[PF00638.8;Ran_BP1]
MNC5693149	[PF00085.8;Thioredoxin]
MNC5697599	[PF00464.8;SHMT]
MNC5693153	[PF00107.13;ADH_zinc_N]
MNC5693158	[PF00257.8;Dehydrin]
MNC5693157	[PF01916.7;DS]
MNC5697607	[PF00025.10;Arf]
MNC5688517	[PF04051.4;TRAPP_Bet3]
MNC5688324	[PF00107.13;ADH_zinc_N]
MNC5694053	[PF00504.11;Chloroa_b-bind]
MNC5697381	[PF07719.2;TPR_2]
MNC5697382	[PF00400.17;WD40]
MNC5697379	[PF00294.11;PfkB]
MNC5697380	[PF00667.8;FAD_binding_1]
MNC5697385	[PF01058.9;Oxidored_q6]
MNC5697386	[PF02469.8;Fasciclin]
MNC5697383	[PF00891.7;Methyltransf_2]
MNC5697384	[PF00091.14;Tubulin]
MNC5697387	[PF00076.9;RRM_1]
MNC5689987	[PF00696.14;AA_kinase]
MNC5689988	[PF00708.7;Acylphosphatase]
MNC5689985	[PF00534.9;Glycos_transf_1]
MNC5697172	[PF04734.2;Ceramidase_alk]
MNC5695477	[PF03372.8;Exo_endo_phos]
MNC5695475	[PF00808.11;CBFD_NFYB_HMF]
MNC5695476	[PF00407.8;Bet_v_I]
MNC5695473	[PF03171.8;2OG-FeII_Oxy]
MNC5695474	[PF00069.12;Pkinase]
MNC5695472	[PF00213.8;OSCP]
MNC5695469	[PF04535.2;DUF588]
MNC5694481	[PF00026.12;Asp]
MNC5694482	[PF05008.3;V-SNARE]
MNC5694480	[PF00254.14;FKBP_C]
MNC5694484	[PF00400.17;WD40]
MNC5692208	[PF05514.1;HR_lesion]
MNC5696074	[PF01357.9;Pollen_allerg_1]
MNC5696528	[PF00076.9;RRM_1]
MNC5696527	[PF07250.1;Glyoxal_oxid_N]
MNC5696072	[PF00857.9;Isochorismatase]
MNC5696522	[PF01214.7;CK_II_beta]
MNC5696521	[PF00010.13;HLH]
MNC5691821	[PF00892.8;DUF6]
MNC5694097	[PF04193.4;PQ-loop]
MNC5687199	[PF03357.8;SNF7]
MNC5687202	[PF07732.2;Cu-oxidase_3]
MNC5694089	[PF00069.12;Pkinase]
MNC5694092	[PF00141.10;peroxidase]
MNC5694093	[PF00170.10;bZIP_1]
MNC5695927	[PF07320.1;Hin1]
MNC5695919	[PF00368.8;HMG-CoA_red]
MNC5690784	[PF02229.5;PC4]
MNC5690785	[PF00156.12;Pribosyltran]
MNC5691489	[PF01209.8;Ubie_methyltran]
MNC5691491	[PF00854.10;PTR2]
MNC5691492	[PF03106.5;WRKY]
MNC5691493	[PF07714.2;Pkinase_Tyr]
MNC5691494	[PF02466.7;Tim17]
MNC5691496	[PF00226.16;DnaJ]
MNC5689167	[PF00459.13;Inositol_P]
MNC5689435	[PF02536.4;mTERF]
MNC5687739	[PF00450.10;Peptidase_S10]
MNC5687747	[PF02797.5;Chal_sti_synt_C]
MNC5693324	[PF03208.6;PRA1]
MNC5693325	[PF07320.1;Hin1]
MNC5697134	[PF01190.7;Pollen_Ole_e_I]
MNC5697135	[PF03018.4;Dirigent]
MNC5697130	[PF06814.2;Lung_7-TM_R]
MNC5697129	[PF02179.5;BAG]
MNC5697132	[PF01992.6;vATP-synt_AC39]
MNC5697131	[PF00504.11;Chloroa_b-bind]
MNC5688844	[PF05042.3;Caleosin]
MNC5688841	[PF04134.2;DUF393]
MNC5696855	[PF02171.6;Piwi]
MNC5691830	[PF00639.8;Rotamase]
MNC5691835	[PF02769.9;AIRS_C]
MNC5691837	[PF00069.12;Pkinase]
MNC5696853	[PF03479.4;DUF296]
MNC5696851	[PF00230.8;MIP]
MNC5696282	[PF04833.4;Phytochel_synth]
MNC5696279	[PF01717.6;Methionine_synt]
MNC5696285	[PF00137.9;ATP-synt_C]
MNC5696286	[PF00112.10;Peptidase_C1]
MNC5696283	[PF00278.10;Orn_DAP_Arg_deC]
MNC5696284	[PF04749.5;PLAC8]
MNC5696287	[PF05670.1;DUF814]
MNC5696288	[PF04144.3;SCAMP]
MNC5694236	[PF00069.12;Pkinase]
MNC5694917	[PF00097.10;zf-C3HC4]
MNC5694910	[PF00201.8;UDPGT]
MNC5694909	[PF00240.11;ubiquitin]
MNC5694916	[PF01209.8;Ubie_methyltran]
MNC5694914	[PF00257.8;Dehydrin]
MNC5694913	[PF04511.4;DER1]
MNC5696213	[PF01781.6;Ribosomal_L38e]
MNC5696214	[PF03878.4;Hrf1]
MNC5696216	[PF05348.1;UMP1]
MNC5696209	[PF00257.8;Dehydrin]
MNC5696211	[PF00166.9;Cpn10]
MNC5696212	[PF00013.15;KH_1]
MNC5697017	[PF03255.3;ACCA]
MNC5697018	[PF00826.7;Ribosomal_L10e]
MNC5697014	[PF02784.5;Orn_Arg_deC_N]
MNC5697015	[PF00332.8;Glyco_hydro_17]
MNC5690195	[PF03824.5;NicO]
MNC5697012	[PF00722.9;Glyco_hydro_16]
MNC5695357	[PF00276.9;Ribosomal_L23]
MNC5695499	[PF01200.8;Ribosomal_S28e]
MNC5695502	[PF02469.8;Fasciclin]
MNC5695045	[PF04819.2;DUF716]
MNC5695044	[PF00722.9;Glyco_hydro_16]
MNC5695043	[PF00232.8;Glyco_hydro_1]
MNC5691288	[PF00069.12;Pkinase]
MNC5695041	[PF01588.6;tRNA_bind]
MNC5695039	[PF01145.11;Band_7]
MNC5691284	[PF00657.10;Lipase_GDSL]
MNC5691283	[PF00675.9;Peptidase_M16]
MNC5691280	[PF01248.11;Ribosomal_L7Ae]
MNC5695047	[PF02605.4;PsaL]
MNC5689336	[PF00155.8;Aminotran_1_2]
MNC5694817	[PF01657.7;DUF26]
MNC5689329	[PF01020.7;Ribosomal_L40e]
MNC5694813	[PF00826.7;Ribosomal_L10e]
MNC5694816	[PF03152.4;UFD1]
MNC5694809	[PF00149.14;Metallophos]
MNC5687550	[PF01257.7;Complex1_24kDa]
MNC5694811	[PF00249.16;Myb_DNA-binding]
MNC5694812	[PF04177.2;TAP42]
MNC5690975	[PF00043.12;GST_C]
MNC5690976	[PF03106.5;WRKY]
MNC5690423	[PF02716.4;Isoflavone_redu]
MNC5688661	[PF01142.8;TruD]
MNC5690427	[PF05705.4;DUF829]
MNC5692355	[PF00646.18;F-box]
MNC5694265	[PF02298.7;Cu_bind_like]
MNC5694266	[PF05512.1;AWPM-19]
MNC5694261	[PF00011.8;HSP20]
MNC5694262	[PF02223.5;Thymidylate_kin]
MNC5694259	[PF02519.4;Auxin_inducible]
MNC5694260	[PF01095.8;Pectinesterase]
MNC5694267	[PF00400.17;WD40]
MNC5695833	[PF00071.11;Ras]
MNC5690043	[PF00331.9;Glyco_hydro_10]
MNC5688160	[PF01915.11;Glyco_hydro_3_C]
MNC5688166	[PF00635.12;Motile_Sperm]
MNC5689241	[PF03473.6;MOSC]
MNC5693134	[PF00550.10;PP-binding]
MNC5693136	[PF04862.2;DUF642]
MNC5693135	[PF00306.12;ATP-synt_ab_C]
MNC5693132	[PF03953.6;Tubulin_C]
MNC5693131	[PF07731.1;Cu-oxidase_2]
MNC5697583	[PF03719.3;Ribosomal_S5_C]
MNC5697584	[PF00091.14;Tubulin]
MNC5697585	[PF00173.13;Cyt-b5]
MNC5697586	[PF00487.12;FA_desaturase]
MNC5693138	[PF01915.11;Glyco_hydro_3_C]
MNC5697680	[PF03181.5;BURP]
MNC5697581	[PF00230.8;MIP]
MNC5697582	[PF07859.1;Abhydrolase_3]
MNC5693091	[PF01248.11;Ribosomal_L7Ae]
MNC5695587	[PF01277.7;Oleosin]
MNC5689961	[PF01747.7;ATP-sulfurylase]
MNC5689960	[PF00332.8;Glyco_hydro_17]
MNC5688518	[PF03088.5;Str_synth]
MNC5697684	[PF03151.5;DUF250]
MNC5688388	[PF00256.9;L15]
MNC5689964	[PF00830.7;Ribosomal_L28]
MNC5688386	[PF01915.11;Glyco_hydro_3_C]
MNC5689968	[PF00657.10;Lipase_GDSL]
MNC5688382	[PF00722.9;Glyco_hydro_16]
MNC5688509	[PF00134.10;Cyclin_N]
MNC5690039	[PF00179.14;UQ_con]
MNC5697327	[PF00160.10;Pro_isomerase]
MNC5697328	[PF00900.8;Ribosomal_S4e]
MNC5697319	[PF03330.6;DPBB_1]
MNC5697323	[PF00294.11;PfkB]
MNC5697324	[PF02309.6;AUX_IAA]
MNC5696983	[PF00380.8;Ribosomal_S9]
MNC5694427	[PF00406.10;ADK]
MNC5694423	[PF00043.12;GST_C]
MNC5694424	[PF02773.5;S-AdoMet_synt_C]
MNC5694422	[PF00935.8;Ribosomal_L44]
MNC5696544	[PF00022.7;Actin]
MNC5696539	[PF00069.12;Pkinase]
MNC5696542	[PF00462.9;Glutaredoxin]
MNC5695837	[PF00722.9;Glyco_hydro_16]
MNC5688595	[PF00305.7;Lipoxygenase]
MNC5695838	[PF01379.9;Porphobil_deam]
MNC5693772	[PF00256.9;L15]
MNC5693770	[PF02045.5;CBFB_NFYA]
MNC5693769	[PF00248.9;Aldo_ket_red]
MNC5693776	[PF00118.12;Cpn60_TCP1]
MNC5693777	[PF04864.2;Alliinase_C]
MNC5695942	[PF00071.11;Ras]
MNC5691478	[PF00107.13;ADH_zinc_N]
MNC5695945	[PF00657.10;Lipase_GDSL]
MNC5695946	[PF00237.8;Ribosomal_L22]
MNC5695944	[PF00627.16;UBA]
MNC5691472	[PF00450.10;Peptidase_S10]
MNC5695947	[PF02109.5;DAD]
MNC5691470	[PF03018.4;Dirigent]
MNC5691473	[PF00149.14;Metallophos]
MNC5693341	[PF03009.7;GDPD]
MNC5693339	[PF00152.8;tRNA-synt_2]
MNC5693345	[PF00892.8;DUF6]
MNC5689140	[PF00832.9;Ribosomal_L39]
MNC5689452	[PF01717.6;Methionine_synt]
MNC5689449	[PF03492.3;Methyltransf_7]
MNC5689450	[PF00582.13;Usp]
MNC5689453	[PF01490.7;Aa_trans]
MNC5689454	[PF00182.8;Glyco_hydro_19]
MNC5687723	[PF00534.9;Glycos_transf_1]
MNC5694105	[PF00291.12;PALP]
MNC5697191	[PF00139.9;Lectin_legB]
MNC5697190	[PF02469.8;Fasciclin]
MNC5697189	[PF01439.7;Metallothio_2]
MNC5697196	[PF05129.3;DUF701]
MNC5697195	[PF02990.5;EMP70]
MNC5697194	[PF02297.6;COX6B]
MNC5697198	[PF01556.7;DnaJ_C]
MNC5697197	[PF02716.4;Isoflavone_redu]
MNC5692492	[PF07250.1;Glyoxal_oxid_N]
MNC5692489	[PF00407.8;Bet_v_I]
MNC5692495	[PF01150.7;GDA1_CD39]
MNC5692498	[PF00168.15;C2]
MNC5691894	[PF00076.9;RRM_1]
MNC5688822	[PF00013.15;KH_1]
MNC5691892	[PF03727.4;Hexokinase_2]
MNC5691898	[PF00118.12;Cpn60_TCP1]
MNC5697816	[PF00241.8;Cofilin_ADF]
MNC5697815	[PF00274.8;Glycolytic]
MNC5697814	[PF00270.15;DEAD]
MNC5697813	[PF01190.7;Pollen_Ole_e_I]
MNC5697812	[PF01253.10;SUI1]
MNC5697811	[PF00044.10;Gp_dh_N]
MNC5697810	[PF04674.2;Phi_1]
MNC5697809	[PF00112.10;Peptidase_C1]
MNC5697818	[PF00234.9;Tryp_alpha_amyl]
MNC5697817	[PF00230.8;MIP]
MNC5687100	[PF00026.12;Asp]
MNC5687103	[PF00544.8;Pec_lyase_C]
MNC5692811	[PF00152.8;tRNA-synt_2]
MNC5698248	[PF00702.11;Hydrolase]
MNC5698246	[PF05057.4;DUF676]
MNC5698239	[PF03105.8;SPX]
MNC5698240	[PF00069.12;Pkinase]
MNC5698241	[PF00664.10;ABC_membrane]
MNC5696223	[PF00137.9;ATP-synt_C]
MNC5696225	[PF00083.11;Sugar_tr]
MNC5696226	[PF04862.2;DUF642]
MNC5696221	[PF02887.4;PK_C]
MNC5696227	[PF01031.8;Dynamin_M]
MNC5688790	[PF05646.2;DUF786]
MNC5688794	[PF03242.3;LEA_3]
MNC5693947	[PF03208.6;PRA1]
MNC5693948	[PF00408.9;PGM_PMM_IV]
MNC5693939	[PF01058.9;Oxidored_q6]
MNC5693941	[PF00400.17;WD40]
MNC5693942	[PF00504.11;Chloroa_b-bind]
MNC5693943	[PF00005.12;ABC_tran]
MNC5693944	[PF00255.8;GSHPx]
MNC5693945	[PF01501.8;Glyco_transf_8]
MNC5693946	[PF02466.7;Tim17]
MNC5691127	[PF00011.8;HSP20]
MNC5691224	[PF00069.12;Pkinase]
MNC5691228	[PF06026.3;Rib_5-P_isom_A]
MNC5693710	[PF00886.8;Ribosomal_S16]
MNC5693714	[PF01679.6;UPF0057]
MNC5691120	[PF00069.12;Pkinase]
MNC5695028	[PF02496.5;ABA_WDS]
MNC5695027	[PF00067.10;p450]
MNC5695577	[PF00101.8;RuBisCO_small]
MNC5695020	[PF00106.12;adh_short]
MNC5695571	[PF06592.2;DUF1138]
MNC5695021	[PF00011.8;HSP20]
MNC5695026	[PF00076.9;RRM_1]
MNC5695025	[PF00067.10;p450]
MNC5694603	[PF00230.8;MIP]
MNC5694873	[PF00083.11;Sugar_tr]
MNC5693225	[PF00183.8;HSP90]
MNC5694601	[PF03947.6;Ribosomal_L2_C]
MNC5692930	[PF01439.7;Metallothio_2]
MNC5692931	[PF00501.13;AMP-binding]
MNC5692932	[PF00240.11;ubiquitin]
MNC5692933	[PF00733.9;Asn_synthase]
MNC5692968	[PF00026.12;Asp]
MNC5692936	[PF00234.9;Tryp_alpha_amyl]
MNC5695229	[PF01145.11;Band_7]
MNC5695762	[PF02309.6;AUX_IAA]
MNC5690441	[PF04153.7;NOT2_3_5]
MNC5690439	[PF00046.15;Homeobox]
MNC5690440	[PF00596.9;Aldolase_II]
MNC5690445	[PF04720.2;DUF506]
MNC5695982	[PF01984.8;dsDNA_bind]
MNC5695235	[PF00082.10;Peptidase_S8]
MNC5692337	[PF05664.1;DUF810]
MNC5692659	[PF02391.6;MoaE]
MNC5692660	[PF00929.11;Exonuc_X-T]
MNC5692333	[PF00168.15;C2]
MNC5692663	[PF00334.7;NDK]
MNC5692664	[PF00026.12;Asp]
MNC5694785	[PF04758.4;Ribosomal_S30]
MNC5689614	[PF00572.7;Ribosomal_L13]
MNC5689610	[PF04756.3;OST3_OST6]
MNC5689617	[PF01852.8;START]
MNC5688188	[PF00248.9;Aldo_ket_red]
MNC5692018	[PF00288.11;GHMP_kinases]
MNC5688186	[PF00107.13;ADH_zinc_N]
MNC5692013	[PF00258.11;Flavodoxin_1]
MNC5692011	[PF02984.5;Cyclin_C]
MNC5692010	[PF00638.8;Ran_BP1]
MNC5697118	[PF03950.5;tRNA-synt_1c_C]
MNC5697567	[PF00137.9;ATP-synt_C]
MNC5693198	[PF00118.12;Cpn60_TCP1]
MNC5697109	[PF00155.8;Aminotran_1_2]
MNC5697110	[PF00106.12;adh_short]
MNC5697565	[PF00230.8;MIP]
MNC5693190	[PF00076.9;RRM_1]
MNC5693189	[PF02531.4;PsaD]
MNC5689944	[PF00069.12;Pkinase]
MNC5689946	[PF01439.7;Metallothio_2]
MNC5689940	[PF00271.16;Helicase_C]
MNC5691216	[PF00650.8;CRAL_TRIO]
MNC5691213	[PF00400.17;WD40]
MNC5691211	[PF00646.18;F-box]
MNC5691217	[PF00394.11;Cu-oxidase]
MNC5697909	[PF00888.10;Cullin]
MNC5697346	[PF00244.8;14-3-3]
MNC5697911	[PF00450.10;Peptidase_S10]
MNC5697913	[PF03514.3;GRAS]
MNC5697342	[PF00166.9;Cpn10]
MNC5697339	[PF01439.7;Metallothio_2]
MNC5697340	[PF00182.8;Glyco_hydro_19]
MNC5697347	[PF00097.10;zf-C3HC4]
MNC5694443	[PF00704.15;Glyco_hydro_18]
MNC5694444	[PF02953.5;zf-Tim10_DDP]
MNC5694441	[PF01209.8;Ubie_methyltran]
MNC5694439	[PF00561.8;Abhydrolase_1]
MNC5694448	[PF00231.8;ATP-synt]
MNC5698076	[PF00168.15;C2]
MNC5698075	[PF00005.12;ABC_tran]
MNC5698070	[PF00249.16;Myb_DNA-binding]
MNC5698078	[PF01858.6;RB_A]
MNC5698077	[PF00887.8;ACBP]
MNC5688476	[PF01738.6;DLH]
MNC5696030	[PF07714.2;Pkinase_Tyr]
MNC5696565	[PF01627.11;Hpt]
MNC5696564	[PF00230.8;MIP]
MNC5696561	[PF03949.3;Malic_M]
MNC5696559	[PF01658.6;Inos-1-P_synth]
MNC5696037	[PF00494.8;SQS_PSY]
MNC5696568	[PF01722.6;BolA]
MNC5693794	[PF00724.7;Oxidored_FMN]
MNC5693793	[PF00069.12;Pkinase]
MNC5693795	[PF00935.8;Ribosomal_L44]
MNC5693789	[PF01571.8;GCV_T]
MNC5693798	[PF00067.10;p450]
MNC5695964	[PF00011.8;HSP20]
MNC5695966	[PF00227.13;Proteasome]
MNC5695783	[PF01429.9;MBD]
MNC5695960	[PF00536.15;SAM_1]
MNC5695961	[PF05021.3;NPL4]
MNC5695962	[PF01554.8;MatE]
MNC5695787	[PF00190.10;Cupin_1]
MNC5695967	[PF05193.7;Peptidase_M16_C]
MNC5691451	[PF01095.8;Pectinesterase]
MNC5691452	[PF01988.8;DUF125]
MNC5693364	[PF00400.17;WD40]
MNC5693366	[PF01439.7;Metallothio_2]
MNC5693362	[PF00253.10;Ribosomal_S14]
MNC5693367	[PF00179.14;UQ_con]
MNC5689126	[PF03540.3;TFIID_30kDa]
MNC5689475	[PF00097.10;zf-C3HC4]
MNC5689124	[PF00827.7;Ribosomal_L15e]
MNC5689119	[PF03357.8;SNF7]
MNC5687785	[PF00234.9;Tryp_alpha_amyl]
MNC5687780	[PF00891.7;Methyltransf_2]
MNC5697178	[PF01249.7;Ribosomal_S21e]
MNC5697177	[PF02866.5;Ldh_1_C]
MNC5697169	[PF05637.2;Glyco_transf_34]
MNC5690146	[PF04258.3;Peptidase_A22B]
MNC5697171	[PF00011.8;HSP20]
MNC5697174	[PF00833.7;Ribosomal_S17e]
MNC5697173	[PF00719.8;Pyrophosphatase]
MNC5697176	[PF02574.5;S-methyl_trans]
MNC5697175	[PF03283.3;PAE]
MNC5694182	[PF07572.1;BCNT]
MNC5694179	[PF01467.13;CTP_transf_2]
MNC5694183	[PF05922.3;Subtilisin_N]
MNC5690874	[PF02466.7;Tim17]
MNC5690873	[PF00544.8;Pec_lyase_C]
MNC5694164	[PF00957.8;Synaptobrevin]
MNC5692475	[PF04928.5;PAP_central]
MNC5692472	[PF02716.4;Isoflavone_redu]
MNC5692120	[PF00701.10;DHDPS]
MNC5693518	[PF00332.8;Glyco_hydro_17]
MNC5691877	[PF01326.7;PPDK_N]
MNC5691876	[PF05221.5;AdoHcyase]
MNC5691874	[PF03083.5;MtN3_slv]
MNC5691871	[PF07933.1;DUF1681]
MNC5691872	[PF02801.9;Ketoacyl-synt_C]
MNC5693511	[PF00107.13;ADH_zinc_N]
MNC5691064	[PF00069.12;Pkinase]
MNC5693512	[PF01263.8;Aldose_epim]
MNC5688583	[PF03953.6;Tubulin_C]
MNC5691065	[PF00582.13;Usp]
MNC5698227	[PF00400.17;WD40]
MNC5698219	[PF00153.13;Mito_carr]
MNC5698225	[PF00609.8;DAGK_acc]
MNC5698226	[PF01762.10;Galactosyl_T]
MNC5696247	[PF02985.7;HEAT]
MNC5696248	[PF04597.4;Ribophorin_I]
MNC5696245	[PF00171.9;Aldedh]
MNC5696246	[PF02797.5;Chal_sti_synt_C]
MNC5696244	[PF00240.11;ubiquitin]
MNC5696241	[PF00514.10;Arm]
MNC5696239	[PF00378.8;ECH]
MNC5696240	[PF00238.9;Ribosomal_L14]
